B,rho,currency,efficacy,seed,Tr,soma,ppost,Td,l70,modal,PRLS
6,0.045,growing,chapman,7,47.773,0.073,0.237,46.61,0.14,25,0.0
6,0.045,growing,chapman,8,47.818,0.08,0.36,47.06,0.153,25,0.0
6,0.045,growing,chapman,9,47.739,0.079,0.346,46.92,0.151,28,0.0
6,0.045,growing,chapman,10,47.606,0.083,0.204,46.76,0.141,26,0.0
6,0.045,declining,gradual,1,48.042,0.076,0.36,46.86,0.149,26,0.0
6,0.045,declining,gradual,2,48.024,0.081,0.178,46.71,0.139,26,0.0
6,0.045,declining,gradual,3,47.569,0.078,0.264,46.75,0.143,24,0.0
6,0.045,declining,gradual,4,47.803,0.083,0.321,46.98,0.151,28,0.0
6,0.045,declining,gradual,5,47.644,0.076,0.282,46.72,0.143,28,0.0
6,0.045,declining,gradual,6,47.564,0.081,0.289,46.97,0.15,23,0.0
6,0.045,declining,gradual,7,47.811,0.079,0.26,46.73,0.144,25,0.0
6,0.045,declining,gradual,8,47.66,0.082,0.249,46.86,0.145,27,0.0
6,0.045,declining,gradual,9,47.372,0.083,0.318,46.96,0.15,24,0.0
6,0.045,declining,gradual,10,47.626,0.082,0.251,46.79,0.143,27,0.0
6,0.045,declining,chapman,1,47.735,0.083,0.365,47.07,0.153,24,0.0
6,0.045,declining,chapman,2,47.933,0.081,0.373,46.93,0.153,22,0.0
6,0.045,declining,chapman,3,47.414,0.084,0.219,46.8,0.142,23,0.0
6,0.045,declining,chapman,4,47.768,0.084,0.254,46.78,0.145,29,0.0
6,0.045,declining,chapman,5,47.25,0.081,0.283,46.82,0.148,29,0.0
6,0.045,declining,chapman,6,47.641,0.086,0.182,46.74,0.139,23,0.0
6,0.045,declining,chapman,7,47.773,0.073,0.237,46.61,0.14,25,0.0
6,0.045,declining,chapman,8,47.818,0.08,0.36,47.06,0.153,25,0.0
6,0.045,declining,chapman,9,47.739,0.079,0.346,46.92,0.151,28,0.0
6,0.045,declining,chapman,10,47.606,0.083,0.204,46.76,0.141,26,0.0
6,0.06,R0,gradual,1,47.646,0.096,0.267,47.89,0.172,23,0.24
6,0.06,R0,gradual,2,47.191,0.081,0.299,47.72,0.171,21,0.53
6,0.06,R0,gradual,3,47.51,0.093,0.36,48.1,0.182,25,0.59
6,0.06,R0,gradual,4,47.371,0.086,0.353,47.85,0.178,22,0.47
6,0.06,R0,gradual,5,47.598,0.087,0.299,47.79,0.171,20,0.19
6,0.06,R0,gradual,6,47.434,0.091,0.36,48.12,0.183,25,0.68
6,0.06,R0,gradual,7,47.595,0.088,0.198,47.51,0.159,23,0.0
6,0.06,R0,gradual,8,47.637,0.086,0.233,47.59,0.16,26,0.0
6,0.06,R0,gradual,9,47.68,0.087,0.336,47.78,0.172,27,0.1
6,0.06,R0,gradual,10,47.548,0.089,0.21,47.45,0.16,24,0.0
6,0.06,R0,chapman,1,47.596,0.093,0.319,47.94,0.176,22,0.34
6,0.06,R0,chapman,2,47.65,0.091,0.26,47.84,0.168,21,0.19
6,0.06,R0,chapman,3,47.861,0.097,0.239,47.81,0.168,19,0.0
6,0.06,R0,chapman,4,47.833,0.088,0.217,47.6,0.163,19,0.0
6,0.06,R0,chapman,5,47.415,0.09,0.229,47.59,0.162,25,0.17
6,0.06,R0,chapman,6,47.774,0.09,0.248,47.68,0.165,28,0.0
6,0.06,R0,chapman,7,47.859,0.093,0.308,47.94,0.175,21,0.08
6,0.06,R0,chapman,8,47.839,0.087,0.366,48.0,0.179,24,0.16
6,0.06,R0,chapman,9,47.683,0.092,0.303,47.85,0.175,26,0.17
6,0.06,R0,chapman,10,47.542,0.09,0.205,47.61,0.162,30,0.07
6,0.06,growing,gradual,1,47.646,0.096,0.267,47.89,0.172,23,0.24
6,0.06,growing,gradual,2,47.191,0.081,0.299,47.72,0.171,21,0.53
6,0.06,growing,gradual,3,47.51,0.093,0.36,48.1,0.182,25,0.59
6,0.06,growing,gradual,4,47.371,0.086,0.353,47.85,0.178,22,0.47
6,0.06,growing,gradual,5,47.598,0.087,0.299,47.79,0.171,20,0.19
6,0.06,growing,gradual,6,47.434,0.091,0.36,48.12,0.183,25,0.68
6,0.06,growing,gradual,7,47.595,0.088,0.198,47.51,0.159,23,0.0
6,0.06,growing,gradual,8,47.637,0.086,0.233,47.59,0.16,26,0.0
6,0.06,growing,gradual,9,47.68,0.087,0.336,47.78,0.172,27,0.1
6,0.06,growing,gradual,10,47.548,0.089,0.21,47.45,0.16,24,0.0
6,0.06,growing,chapman,1,47.596,0.093,0.319,47.94,0.176,22,0.34
6,0.06,growing,chapman,2,47.65,0.091,0.26,47.84,0.168,21,0.19
6,0.06,growing,chapman,3,47.861,0.097,0.239,47.81,0.168,19,0.0
6,0.06,growing,chapman,4,47.833,0.088,0.217,47.6,0.163,19,0.0
6,0.06,growing,chapman,5,47.415,0.09,0.229,47.59,0.162,25,0.17
6,0.06,growing,chapman,6,47.774,0.09,0.248,47.68,0.165,28,0.0
6,0.06,growing,chapman,7,47.859,0.093,0.308,47.94,0.175,21,0.08
6,0.06,growing,chapman,8,47.839,0.087,0.366,48.0,0.179,24,0.16
6,0.06,growing,chapman,9,47.683,0.092,0.303,47.85,0.175,26,0.17
6,0.06,growing,chapman,10,47.542,0.09,0.205,47.61,0.162,30,0.07
6,0.06,declining,gradual,1,47.646,0.096,0.267,47.89,0.172,23,0.24
6,0.06,declining,gradual,2,47.191,0.081,0.299,47.72,0.171,21,0.53
6,0.06,declining,gradual,3,47.51,0.093,0.36,48.1,0.182,25,0.59
6,0.06,declining,gradual,4,47.371,0.086,0.353,47.85,0.178,22,0.47
6,0.06,declining,gradual,5,47.598,0.087,0.299,47.79,0.171,20,0.19
6,0.06,declining,gradual,6,47.434,0.091,0.36,48.12,0.183,25,0.68
6,0.06,declining,gradual,7,47.595,0.088,0.198,47.51,0.159,23,0.0
6,0.06,declining,gradual,8,47.637,0.086,0.233,47.59,0.16,26,0.0
6,0.06,declining,gradual,9,47.68,0.087,0.336,47.78,0.172,27,0.1
6,0.06,declining,gradual,10,47.548,0.089,0.21,47.45,0.16,24,0.0
6,0.06,declining,chapman,1,47.596,0.093,0.319,47.94,0.176,22,0.34
6,0.06,declining,chapman,2,47.65,0.091,0.26,47.84,0.168,21,0.19
6,0.06,declining,chapman,3,47.861,0.097,0.239,47.81,0.168,19,0.0
6,0.06,declining,chapman,4,47.833,0.088,0.217,47.6,0.163,19,0.0
6,0.06,declining,chapman,5,47.415,0.09,0.229,47.59,0.162,25,0.17
6,0.06,declining,chapman,6,47.774,0.09,0.248,47.68,0.165,28,0.0
6,0.06,declining,chapman,7,47.859,0.093,0.308,47.94,0.175,21,0.08
6,0.06,declining,chapman,8,47.839,0.087,0.366,48.0,0.179,24,0.16
6,0.06,declining,chapman,9,47.683,0.092,0.303,47.85,0.175,26,0.17
6,0.06,declining,chapman,10,47.542,0.09,0.205,47.61,0.162,30,0.07
6,0.075,R0,gradual,1,47.543,0.089,0.343,48.75,0.199,19,1.21
6,0.075,R0,gradual,2,48.039,0.096,0.487,49.42,0.225,24,1.38
6,0.075,R0,gradual,3,47.816,0.094,0.416,49.28,0.218,18,1.46
6,0.075,R0,gradual,4,47.662,0.096,0.343,48.96,0.206,21,1.29
6,0.075,R0,gradual,5,47.806,0.103,0.529,50.0,0.242,21,2.19
6,0.075,R0,gradual,6,47.458,0.101,0.4,49.5,0.221,20,2.04
6,0.075,R0,gradual,7,47.642,0.093,0.425,49.15,0.216,21,1.51
6,0.075,R0,gradual,8,47.418,0.098,0.216,48.65,0.188,19,1.23
6,0.075,R0,gradual,9,47.63,0.11,0.178,48.89,0.189,20,1.26
6,0.075,R0,gradual,10,47.904,0.097,0.297,48.77,0.198,18,0.87
6,0.075,R0,chapman,1,47.46,0.093,0.283,48.71,0.197,18,1.25
6,0.075,R0,chapman,2,47.33,0.1,0.277,48.94,0.201,22,1.61
6,0.075,R0,chapman,3,47.692,0.095,0.17,48.41,0.179,22,0.72
6,0.075,R0,chapman,4,47.512,0.098,0.34,49.05,0.205,22,1.53
6,0.075,R0,chapman,5,47.412,0.093,0.362,48.91,0.207,22,1.49
6,0.075,R0,chapman,6,47.756,0.1,0.268,48.91,0.199,21,1.16
6,0.075,R0,chapman,7,47.994,0.1,0.227,48.58,0.189,26,0.59
6,0.075,R0,chapman,8,47.605,0.095,0.323,48.91,0.201,22,1.3
6,0.075,R0,chapman,9,47.648,0.102,0.266,48.97,0.2,21,1.32
6,0.075,R0,chapman,10,47.882,0.093,0.305,48.75,0.197,24,0.86
6,0.075,growing,gradual,1,47.543,0.089,0.343,48.75,0.199,19,1.21
6,0.075,growing,gradual,2,48.039,0.096,0.487,49.42,0.225,24,1.38
6,0.075,growing,gradual,3,47.816,0.094,0.416,49.28,0.218,18,1.46
6,0.075,growing,gradual,4,47.662,0.096,0.343,48.96,0.206,21,1.29
6,0.075,growing,gradual,5,47.806,0.103,0.529,50.0,0.242,21,2.19
6,0.075,growing,gradual,6,47.458,0.101,0.4,49.5,0.221,20,2.04
6,0.075,growing,gradual,7,47.642,0.093,0.425,49.15,0.216,21,1.51
6,0.075,growing,gradual,8,47.418,0.098,0.216,48.65,0.188,19,1.23
6,0.075,growing,gradual,9,47.63,0.11,0.178,48.89,0.189,20,1.26
6,0.075,growing,gradual,10,47.904,0.097,0.297,48.77,0.198,18,0.87
6,0.075,growing,chapman,1,47.46,0.093,0.283,48.71,0.197,18,1.25
6,0.075,growing,chapman,2,47.33,0.1,0.277,48.94,0.201,22,1.61
6,0.075,growing,chapman,3,47.692,0.095,0.17,48.41,0.179,22,0.72
6,0.075,growing,chapman,4,47.512,0.098,0.34,49.05,0.205,22,1.53
6,0.075,growing,chapman,5,47.412,0.093,0.362,48.91,0.207,22,1.49
6,0.075,growing,chapman,6,47.756,0.1,0.268,48.91,0.199,21,1.16
6,0.075,growing,chapman,7,47.994,0.1,0.227,48.58,0.189,26,0.59
6,0.075,growing,chapman,8,47.605,0.095,0.323,48.91,0.201,22,1.3
6,0.075,growing,chapman,9,47.648,0.102,0.266,48.97,0.2,21,1.32
6,0.075,growing,chapman,10,47.882,0.093,0.305,48.75,0.197,24,0.86
6,0.075,declining,gradual,1,47.543,0.089,0.343,48.75,0.199,19,1.21
6,0.075,declining,gradual,2,48.039,0.096,0.487,49.42,0.225,24,1.38
6,0.075,declining,gradual,3,47.816,0.094,0.416,49.28,0.218,18,1.46
6,0.075,declining,gradual,4,47.662,0.096,0.343,48.96,0.206,21,1.29
6,0.075,declining,gradual,5,47.806,0.103,0.529,50.0,0.242,21,2.19
6,0.075,declining,gradual,6,47.458,0.101,0.4,49.5,0.221,20,2.04
6,0.075,declining,gradual,7,47.642,0.093,0.425,49.15,0.216,21,1.51
6,0.075,declining,gradual,8,47.418,0.098,0.216,48.65,0.188,19,1.23
6,0.075,declining,gradual,9,47.63,0.11,0.178,48.89,0.189,20,1.26
6,0.075,declining,gradual,10,47.904,0.097,0.297,48.77,0.198,18,0.87
6,0.075,declining,chapman,1,47.46,0.093,0.283,48.71,0.197,18,1.25
6,0.075,declining,chapman,2,47.33,0.1,0.277,48.94,0.201,22,1.61
6,0.075,declining,chapman,3,47.692,0.095,0.17,48.41,0.179,22,0.72
6,0.075,declining,chapman,4,47.512,0.098,0.34,49.05,0.205,22,1.53
6,0.075,declining,chapman,5,47.412,0.093,0.362,48.91,0.207,22,1.49
6,0.075,declining,chapman,6,47.756,0.1,0.268,48.91,0.199,21,1.16
6,0.075,declining,chapman,7,47.994,0.1,0.227,48.58,0.189,26,0.59
6,0.075,declining,chapman,8,47.605,0.095,0.323,48.91,0.201,22,1.3
6,0.075,declining,chapman,9,47.648,0.102,0.266,48.97,0.2,21,1.32
6,0.075,declining,chapman,10,47.882,0.093,0.305,48.75,0.197,24,0.86
8,0.045,R0,gradual,1,47.693,0.078,0.341,46.95,0.151,31,0.0
8,0.045,R0,gradual,2,47.779,0.08,0.324,46.91,0.149,26,0.0
8,0.045,R0,gradual,3,47.898,0.077,0.335,46.89,0.149,23,0.0
8,0.045,R0,gradual,4,47.79,0.085,0.313,46.96,0.151,22,0.0
8,0.045,R0,gradual,5,47.676,0.08,0.311,46.87,0.148,22,0.0
8,0.045,R0,gradual,6,47.671,0.083,0.263,46.82,0.145,26,0.0
8,0.045,R0,gradual,7,47.756,0.084,0.484,47.14,0.161,25,0.0
8,0.045,R0,gradual,8,47.679,0.078,0.324,46.87,0.15,23,0.0
8,0.045,R0,gradual,9,47.292,0.082,0.3,46.9,0.148,27,0.0
8,0.045,R0,gradual,10,47.929,0.083,0.318,47.0,0.15,30,0.0
8,0.045,R0,chapman,1,47.756,0.08,0.248,46.85,0.144,33,0.0
8,0.045,R0,chapman,2,47.78,0.08,0.259,46.78,0.144,22,0.0
8,0.045,R0,chapman,3,47.534,0.079,0.269,46.77,0.145,26,0.0
8,0.045,R0,chapman,4,47.481,0.077,0.275,46.65,0.142,23,0.0
8,0.045,R0,chapman,5,47.739,0.079,0.222,46.7,0.142,22,0.0
8,0.045,R0,chapman,6,47.55,0.084,0.341,47.11,0.154,26,0.0
8,0.045,R0,chapman,7,47.49,0.086,0.284,46.9,0.148,24,0.0
8,0.045,R0,chapman,8,47.579,0.089,0.398,47.28,0.16,22,0.0
8,0.045,R0,chapman,9,47.564,0.083,0.352,47.06,0.153,30,0.0
8,0.045,R0,chapman,10,46.999,0.079,0.332,46.88,0.149,23,0.0
8,0.045,growing,gradual,1,47.693,0.078,0.341,46.95,0.151,31,0.0
8,0.045,growing,gradual,2,47.779,0.08,0.324,46.91,0.149,26,0.0
8,0.045,growing,gradual,3,47.898,0.077,0.335,46.89,0.149,23,0.0
8,0.045,growing,gradual,4,47.79,0.085,0.313,46.96,0.151,22,0.0
8,0.045,growing,gradual,5,47.676,0.08,0.311,46.87,0.148,22,0.0
8,0.045,growing,gradual,6,47.671,0.083,0.263,46.82,0.145,26,0.0
8,0.045,growing,gradual,7,47.756,0.084,0.484,47.14,0.161,25,0.0
8,0.045,growing,gradual,8,47.679,0.078,0.324,46.87,0.15,23,0.0
8,0.045,growing,gradual,9,47.292,0.082,0.3,46.9,0.148,27,0.0
8,0.045,growing,gradual,10,47.929,0.083,0.318,47.0,0.15,30,0.0
8,0.045,growing,chapman,1,47.756,0.08,0.248,46.85,0.144,33,0.0
8,0.045,growing,chapman,2,47.78,0.08,0.259,46.78,0.144,22,0.0
8,0.045,growing,chapman,3,47.534,0.079,0.269,46.77,0.145,26,0.0
8,0.045,growing,chapman,4,47.481,0.077,0.275,46.65,0.142,23,0.0
8,0.045,growing,chapman,5,47.739,0.079,0.222,46.7,0.142,22,0.0
8,0.045,growing,chapman,6,47.55,0.084,0.341,47.11,0.154,26,0.0
8,0.045,growing,chapman,7,47.49,0.086,0.284,46.9,0.148,24,0.0
8,0.045,growing,chapman,8,47.579,0.089,0.398,47.28,0.16,22,0.0
8,0.045,growing,chapman,9,47.564,0.083,0.352,47.06,0.153,30,0.0
8,0.045,growing,chapman,10,46.999,0.079,0.332,46.88,0.149,23,0.0
8,0.045,declining,gradual,1,47.693,0.078,0.341,46.95,0.151,31,0.0
8,0.045,declining,gradual,2,47.779,0.08,0.324,46.91,0.149,26,0.0
8,0.045,declining,gradual,3,47.898,0.077,0.335,46.89,0.149,23,0.0
8,0.045,declining,gradual,4,47.79,0.085,0.313,46.96,0.151,22,0.0
8,0.045,declining,gradual,5,47.676,0.08,0.311,46.87,0.148,22,0.0
8,0.045,declining,gradual,6,47.671,0.083,0.263,46.82,0.145,26,0.0
8,0.045,declining,gradual,7,47.756,0.084,0.484,47.14,0.161,25,0.0
8,0.045,declining,gradual,8,47.679,0.078,0.324,46.87,0.15,23,0.0
8,0.045,declining,gradual,9,47.292,0.082,0.3,46.9,0.148,27,0.0
8,0.045,declining,gradual,10,47.929,0.083,0.318,47.0,0.15,30,0.0
8,0.045,declining,chapman,1,47.756,0.08,0.248,46.85,0.144,33,0.0
8,0.045,declining,chapman,2,47.78,0.08,0.259,46.78,0.144,22,0.0
8,0.045,declining,chapman,3,47.534,0.079,0.269,46.77,0.145,26,0.0
8,0.045,declining,chapman,4,47.481,0.077,0.275,46.65,0.142,23,0.0
8,0.045,declining,chapman,5,47.739,0.079,0.222,46.7,0.142,22,0.0
8,0.045,declining,chapman,6,47.55,0.084,0.341,47.11,0.154,26,0.0
8,0.045,declining,chapman,7,47.49,0.086,0.284,46.9,0.148,24,0.0
8,0.045,declining,chapman,8,47.579,0.089,0.398,47.28,0.16,22,0.0
8,0.045,declining,chapman,9,47.564,0.083,0.352,47.06,0.153,30,0.0
8,0.045,declining,chapman,10,46.999,0.079,0.332,46.88,0.149,23,0.0
8,0.06,R0,gradual,1,47.831,0.092,0.267,47.77,0.169,22,0.0
8,0.06,R0,gradual,2,47.646,0.095,0.501,48.55,0.2,22,0.91
8,0.06,R0,gradual,3,47.386,0.083,0.299,47.64,0.167,22,0.25
8,0.06,R0,gradual,4,47.413,0.087,0.323,47.81,0.175,21,0.39
8,0.06,R0,gradual,5,47.537,0.088,0.39,48.03,0.185,21,0.49
8,0.06,R0,gradual,6,47.62,0.094,0.316,48.09,0.179,25,0.47
8,0.06,R0,gradual,7,47.754,0.085,0.183,47.41,0.157,21,0.0
8,0.06,R0,gradual,8,47.624,0.089,0.223,47.64,0.161,22,0.01
8,0.06,R0,gradual,9,47.983,0.084,0.319,47.6,0.168,23,0.0
8,0.06,R0,gradual,10,47.808,0.086,0.219,47.39,0.158,24,0.0
8,0.06,R0,chapman,1,47.588,0.08,0.292,47.55,0.166,24,0.0
8,0.06,R0,chapman,2,47.486,0.092,0.424,48.23,0.188,29,0.75
8,0.06,R0,chapman,3,47.619,0.082,0.213,47.34,0.157,21,0.0
8,0.06,R0,chapman,4,47.571,0.088,0.303,47.7,0.17,23,0.13
8,0.06,R0,chapman,5,46.976,0.091,0.374,48.16,0.186,20,1.18
8,0.06,R0,chapman,6,47.817,0.089,0.358,47.97,0.179,22,0.15
8,0.06,R0,chapman,7,47.575,0.083,0.227,47.42,0.16,18,0.0
8,0.06,R0,chapman,8,47.482,0.091,0.246,47.78,0.168,26,0.29
8,0.06,R0,chapman,9,47.7,0.092,0.213,47.66,0.162,19,0.0
8,0.06,R0,chapman,10,47.433,0.092,0.314,47.86,0.173,23,0.42
8,0.06,growing,gradual,1,47.831,0.092,0.267,47.77,0.169,22,0.0
8,0.06,growing,gradual,2,47.646,0.095,0.501,48.55,0.2,22,0.91
8,0.06,growing,gradual,3,47.386,0.083,0.299,47.64,0.167,22,0.25
8,0.06,growing,gradual,4,47.413,0.087,0.323,47.81,0.175,21,0.39
8,0.06,growing,gradual,5,47.537,0.088,0.39,48.03,0.185,21,0.49
8,0.06,growing,gradual,6,47.62,0.094,0.316,48.09,0.179,25,0.47
8,0.06,growing,gradual,7,47.754,0.085,0.183,47.41,0.157,21,0.0
8,0.06,growing,gradual,8,47.624,0.089,0.223,47.64,0.161,22,0.01
8,0.06,growing,gradual,9,47.983,0.084,0.319,47.6,0.168,23,0.0
8,0.06,growing,gradual,10,47.808,0.086,0.219,47.39,0.158,24,0.0
8,0.06,growing,chapman,1,47.588,0.08,0.292,47.55,0.166,24,0.0
8,0.06,growing,chapman,2,47.486,0.092,0.424,48.23,0.188,29,0.75
8,0.06,growing,chapman,3,47.619,0.082,0.213,47.34,0.157,21,0.0
8,0.06,growing,chapman,4,47.571,0.088,0.303,47.7,0.17,23,0.13
8,0.06,growing,chapman,5,46.976,0.091,0.374,48.16,0.186,20,1.18
8,0.06,growing,chapman,6,47.817,0.089,0.358,47.97,0.179,22,0.15
8,0.06,growing,chapman,7,47.575,0.083,0.227,47.42,0.16,18,0.0
8,0.06,growing,chapman,8,47.482,0.091,0.246,47.78,0.168,26,0.29
8,0.06,growing,chapman,9,47.7,0.092,0.213,47.66,0.162,19,0.0
8,0.06,growing,chapman,10,47.433,0.092,0.314,47.86,0.173,23,0.42
8,0.06,declining,gradual,1,47.831,0.092,0.267,47.77,0.169,22,0.0
8,0.06,declining,gradual,2,47.646,0.095,0.501,48.55,0.2,22,0.91
8,0.06,declining,gradual,3,47.386,0.083,0.299,47.64,0.167,22,0.25
8,0.06,declining,gradual,4,47.413,0.087,0.323,47.81,0.175,21,0.39
8,0.06,declining,gradual,5,47.537,0.088,0.39,48.03,0.185,21,0.49
8,0.06,declining,gradual,6,47.62,0.094,0.316,48.09,0.179,25,0.47
8,0.06,declining,gradual,7,47.754,0.085,0.183,47.41,0.157,21,0.0
8,0.06,declining,gradual,8,47.624,0.089,0.223,47.64,0.161,22,0.01
8,0.06,declining,gradual,9,47.983,0.084,0.319,47.6,0.168,23,0.0
8,0.06,declining,gradual,10,47.808,0.086,0.219,47.39,0.158,24,0.0
8,0.06,declining,chapman,1,47.588,0.08,0.292,47.55,0.166,24,0.0
8,0.06,declining,chapman,2,47.486,0.092,0.424,48.23,0.188,29,0.75
8,0.06,declining,chapman,3,47.619,0.082,0.213,47.34,0.157,21,0.0
8,0.06,declining,chapman,4,47.571,0.088,0.303,47.7,0.17,23,0.13
8,0.06,declining,chapman,5,46.976,0.091,0.374,48.16,0.186,20,1.18
8,0.06,declining,chapman,6,47.817,0.089,0.358,47.97,0.179,22,0.15
8,0.06,declining,chapman,7,47.575,0.083,0.227,47.42,0.16,18,0.0
8,0.06,declining,chapman,8,47.482,0.091,0.246,47.78,0.168,26,0.29
8,0.06,declining,chapman,9,47.7,0.092,0.213,47.66,0.162,19,0.0
8,0.06,declining,chapman,10,47.433,0.092,0.314,47.86,0.173,23,0.42
8,0.075,R0,gradual,1,47.946,0.091,0.421,49.09,0.214,22,1.15
8,0.075,R0,gradual,2,47.421,0.095,0.212,48.53,0.185,21,1.11
8,0.075,R0,gradual,3,48.099,0.099,0.37,49.29,0.213,25,1.19
8,0.075,R0,gradual,4,47.828,0.097,0.37,49.14,0.211,19,1.32
8,0.075,R0,gradual,5,47.628,0.095,0.483,49.4,0.226,27,1.77
8,0.075,R0,gradual,6,47.764,0.09,0.238,48.42,0.184,27,0.65
8,0.075,R0,gradual,7,47.757,0.089,0.359,48.82,0.204,19,1.06
8,0.075,R0,gradual,8,47.7,0.098,0.28,48.84,0.197,20,1.14
8,0.075,R0,gradual,9,48.03,0.096,0.328,48.89,0.203,24,0.86
8,0.075,R0,gradual,10,47.79,0.108,0.367,49.43,0.218,26,1.64
8,0.075,R0,chapman,1,48.025,0.104,0.494,49.78,0.235,22,1.76
8,0.075,R0,chapman,2,47.923,0.106,0.229,48.93,0.196,20,1.0
8,0.075,R0,chapman,3,47.998,0.093,0.314,48.77,0.199,19,0.78
8,0.075,R0,chapman,4,48.002,0.097,0.482,49.55,0.227,19,1.55
8,0.075,R0,chapman,5,47.863,0.097,0.371,49.04,0.209,21,1.18
8,0.075,R0,chapman,6,48.012,0.104,0.258,48.93,0.197,22,0.92
8,0.075,R0,chapman,7,47.739,0.099,0.269,48.81,0.195,18,1.07
8,0.075,R0,chapman,8,47.74,0.102,0.127,48.37,0.175,21,0.63
8,0.075,R0,chapman,9,47.991,0.101,0.258,48.71,0.194,20,0.72
8,0.075,R0,chapman,10,47.37,0.1,0.283,48.99,0.201,24,1.62
8,0.075,growing,gradual,1,47.946,0.091,0.421,49.09,0.214,22,1.15
8,0.075,growing,gradual,2,47.421,0.095,0.212,48.53,0.185,21,1.11
8,0.075,growing,gradual,3,48.099,0.099,0.37,49.29,0.213,25,1.19
8,0.075,growing,gradual,4,47.828,0.097,0.37,49.14,0.211,19,1.32
8,0.075,growing,gradual,5,47.628,0.095,0.483,49.4,0.226,27,1.77
8,0.075,growing,gradual,6,47.764,0.09,0.238,48.42,0.184,27,0.65
8,0.075,growing,gradual,7,47.757,0.089,0.359,48.82,0.204,19,1.06
8,0.075,growing,gradual,8,47.7,0.098,0.28,48.84,0.197,20,1.14
8,0.075,growing,gradual,9,48.03,0.096,0.328,48.89,0.203,24,0.86
8,0.075,growing,gradual,10,47.79,0.108,0.367,49.43,0.218,26,1.64
8,0.075,growing,chapman,1,48.025,0.104,0.494,49.78,0.235,22,1.76
8,0.075,growing,chapman,2,47.923,0.106,0.229,48.93,0.196,20,1.0
8,0.075,growing,chapman,3,47.998,0.093,0.314,48.77,0.199,19,0.78
8,0.075,growing,chapman,4,48.002,0.097,0.482,49.55,0.227,19,1.55
8,0.075,growing,chapman,5,47.863,0.097,0.371,49.04,0.209,21,1.18
8,0.075,growing,chapman,6,48.012,0.104,0.258,48.93,0.197,22,0.92
8,0.075,growing,chapman,7,47.739,0.099,0.269,48.81,0.195,18,1.07
8,0.075,growing,chapman,8,47.74,0.102,0.127,48.37,0.175,21,0.63
8,0.075,growing,chapman,9,47.991,0.101,0.258,48.71,0.194,20,0.72
8,0.075,growing,chapman,10,47.37,0.1,0.283,48.99,0.201,24,1.62
8,0.075,declining,gradual,1,47.946,0.091,0.421,49.09,0.214,22,1.15
8,0.075,declining,gradual,2,47.421,0.095,0.212,48.53,0.185,21,1.11
8,0.075,declining,gradual,3,48.099,0.099,0.37,49.29,0.213,25,1.19
8,0.075,declining,gradual,4,47.828,0.097,0.37,49.14,0.211,19,1.32
8,0.075,declining,gradual,5,47.628,0.095,0.483,49.4,0.226,27,1.77
8,0.075,declining,gradual,6,47.764,0.09,0.238,48.42,0.184,27,0.65
8,0.075,declining,gradual,7,47.757,0.089,0.359,48.82,0.204,19,1.06
8,0.075,declining,gradual,8,47.7,0.098,0.28,48.84,0.197,20,1.14
8,0.075,declining,gradual,9,48.03,0.096,0.328,48.89,0.203,24,0.86
8,0.075,declining,gradual,10,47.79,0.108,0.367,49.43,0.218,26,1.64
8,0.075,declining,chapman,1,48.025,0.104,0.494,49.78,0.235,22,1.76
8,0.075,declining,chapman,2,47.923,0.106,0.229,48.93,0.196,20,1.0
8,0.075,declining,chapman,3,47.998,0.093,0.314,48.77,0.199,19,0.78
8,0.075,declining,chapman,4,48.002,0.097,0.482,49.55,0.227,19,1.55
8,0.075,declining,chapman,5,47.863,0.097,0.371,49.04,0.209,21,1.18
8,0.075,declining,chapman,6,48.012,0.104,0.258,48.93,0.197,22,0.92
8,0.075,declining,chapman,7,47.739,0.099,0.269,48.81,0.195,18,1.07
8,0.075,declining,chapman,8,47.74,0.102,0.127,48.37,0.175,21,0.63
8,0.075,declining,chapman,9,47.991,0.101,0.258,48.71,0.194,20,0.72
8,0.075,declining,chapman,10,47.37,0.1,0.283,48.99,0.201,24,1.62
