B,rho,currency,efficacy,seed,Tr,soma,ppost,Td,l70,modal,PRLS
0.5,0.075,growing,chapman,4,47.686,0.103,0.23,48.77,0.193,22,1.09
0.5,0.075,growing,chapman,5,47.308,0.097,0.304,48.89,0.2,21,1.58
0.5,0.075,growing,chapman,6,47.877,0.103,0.176,48.81,0.188,24,0.93
0.5,0.075,growing,chapman,7,47.771,0.093,0.199,48.4,0.179,22,0.63
0.5,0.075,growing,chapman,8,47.729,0.112,0.222,49.21,0.201,22,1.48
0.5,0.075,growing,chapman,9,48.112,0.092,0.198,48.38,0.181,20,0.26
0.5,0.075,growing,chapman,10,47.856,0.093,0.343,48.85,0.201,24,1.0
0.5,0.075,declining,gradual,1,48.135,0.101,0.282,49.02,0.199,19,0.88
0.5,0.075,declining,gradual,2,48.027,0.104,0.31,49.11,0.204,20,1.08
0.5,0.075,declining,gradual,3,47.981,0.091,0.138,48.1,0.169,18,0.12
0.5,0.075,declining,gradual,4,47.523,0.098,0.26,48.78,0.193,24,1.26
0.5,0.075,declining,gradual,5,47.832,0.096,0.231,48.59,0.188,18,0.76
0.5,0.075,declining,gradual,6,47.813,0.095,0.272,48.77,0.196,24,0.96
0.5,0.075,declining,gradual,7,47.807,0.093,0.233,48.52,0.185,20,0.71
0.5,0.075,declining,gradual,8,47.505,0.105,0.276,49.14,0.202,19,1.64
0.5,0.075,declining,gradual,9,48.159,0.104,0.244,48.84,0.195,18,0.68
0.5,0.075,declining,gradual,10,47.883,0.099,0.284,48.93,0.199,21,1.05
0.5,0.075,declining,chapman,1,48.097,0.094,0.199,48.38,0.179,23,0.28
0.5,0.075,declining,chapman,2,48.004,0.115,0.324,49.65,0.218,23,1.64
0.5,0.075,declining,chapman,3,48.032,0.102,0.142,48.61,0.181,20,0.58
0.5,0.075,declining,chapman,4,47.686,0.103,0.23,48.77,0.193,22,1.09
0.5,0.075,declining,chapman,5,47.308,0.097,0.304,48.89,0.2,21,1.58
0.5,0.075,declining,chapman,6,47.877,0.103,0.176,48.81,0.188,24,0.93
0.5,0.075,declining,chapman,7,47.771,0.093,0.199,48.4,0.179,22,0.63
0.5,0.075,declining,chapman,8,47.729,0.112,0.222,49.21,0.201,22,1.48
0.5,0.075,declining,chapman,9,48.112,0.092,0.198,48.38,0.181,20,0.26
0.5,0.075,declining,chapman,10,47.856,0.093,0.343,48.85,0.201,24,1.0
1,0.045,R0,gradual,1,47.384,0.079,0.239,46.84,0.145,26,0.0
1,0.045,R0,gradual,2,47.754,0.08,0.313,46.8,0.148,24,0.0
1,0.045,R0,gradual,3,47.515,0.081,0.164,46.66,0.137,26,0.0
1,0.045,R0,gradual,4,48.096,0.08,0.163,46.61,0.136,27,0.0
1,0.045,R0,gradual,5,47.654,0.086,0.227,46.85,0.142,31,0.0
1,0.045,R0,gradual,6,47.652,0.081,0.215,46.68,0.141,25,0.0
1,0.045,R0,gradual,7,47.262,0.085,0.099,46.57,0.133,31,0.0
1,0.045,R0,gradual,8,47.82,0.084,0.254,46.92,0.147,25,0.0
1,0.045,R0,gradual,9,47.752,0.084,0.177,46.68,0.139,24,0.0
1,0.045,R0,gradual,10,47.958,0.09,0.17,46.84,0.141,23,0.0
1,0.045,R0,chapman,1,47.859,0.08,0.235,46.75,0.141,27,0.0
1,0.045,R0,chapman,2,47.45,0.082,0.212,46.77,0.142,24,0.0
1,0.045,R0,chapman,3,47.448,0.083,0.219,46.83,0.143,24,0.0
1,0.045,R0,chapman,4,47.417,0.086,0.159,46.68,0.138,28,0.0
1,0.045,R0,chapman,5,47.674,0.08,0.325,46.88,0.149,26,0.0
1,0.045,R0,chapman,6,47.384,0.087,0.204,46.77,0.142,31,0.0
1,0.045,R0,chapman,7,47.812,0.08,0.241,46.82,0.144,26,0.0
1,0.045,R0,chapman,8,47.655,0.077,0.167,46.63,0.137,27,0.0
1,0.045,R0,chapman,9,47.839,0.082,0.222,46.73,0.142,22,0.0
1,0.045,R0,chapman,10,47.124,0.078,0.226,46.71,0.142,26,0.0
1,0.045,growing,gradual,1,47.384,0.079,0.239,46.84,0.145,26,0.0
1,0.045,growing,gradual,2,47.754,0.08,0.313,46.8,0.148,24,0.0
1,0.045,growing,gradual,3,47.515,0.081,0.164,46.66,0.137,26,0.0
1,0.045,growing,gradual,4,48.096,0.08,0.163,46.61,0.136,27,0.0
1,0.045,growing,gradual,5,47.654,0.086,0.227,46.85,0.142,31,0.0
1,0.045,growing,gradual,6,47.652,0.081,0.215,46.68,0.141,25,0.0
1,0.045,growing,gradual,7,47.262,0.085,0.099,46.57,0.133,31,0.0
1,0.045,growing,gradual,8,47.82,0.084,0.254,46.92,0.147,25,0.0
1,0.045,growing,gradual,9,47.752,0.084,0.177,46.68,0.139,24,0.0
1,0.045,growing,gradual,10,47.958,0.09,0.17,46.84,0.141,23,0.0
1,0.045,growing,chapman,1,47.859,0.08,0.235,46.75,0.141,27,0.0
1,0.045,growing,chapman,2,47.45,0.082,0.212,46.77,0.142,24,0.0
1,0.045,growing,chapman,3,47.448,0.083,0.219,46.83,0.143,24,0.0
1,0.045,growing,chapman,4,47.417,0.086,0.159,46.68,0.138,28,0.0
1,0.045,growing,chapman,5,47.674,0.08,0.325,46.88,0.149,26,0.0
1,0.045,growing,chapman,6,47.384,0.087,0.204,46.77,0.142,31,0.0
1,0.045,growing,chapman,7,47.812,0.08,0.241,46.82,0.144,26,0.0
1,0.045,growing,chapman,8,47.655,0.077,0.167,46.63,0.137,27,0.0
1,0.045,growing,chapman,9,47.839,0.082,0.222,46.73,0.142,22,0.0
1,0.045,growing,chapman,10,47.124,0.078,0.226,46.71,0.142,26,0.0
1,0.045,declining,gradual,1,47.384,0.079,0.239,46.84,0.145,26,0.0
1,0.045,declining,gradual,2,47.754,0.08,0.313,46.8,0.148,24,0.0
1,0.045,declining,gradual,3,47.515,0.081,0.164,46.66,0.137,26,0.0
1,0.045,declining,gradual,4,48.096,0.08,0.163,46.61,0.136,27,0.0
1,0.045,declining,gradual,5,47.654,0.086,0.227,46.85,0.142,31,0.0
1,0.045,declining,gradual,6,47.652,0.081,0.215,46.68,0.141,25,0.0
1,0.045,declining,gradual,7,47.262,0.085,0.099,46.57,0.133,31,0.0
1,0.045,declining,gradual,8,47.82,0.084,0.254,46.92,0.147,25,0.0
1,0.045,declining,gradual,9,47.752,0.084,0.177,46.68,0.139,24,0.0
1,0.045,declining,gradual,10,47.958,0.09,0.17,46.84,0.141,23,0.0
1,0.045,declining,chapman,1,47.859,0.08,0.235,46.75,0.141,27,0.0
1,0.045,declining,chapman,2,47.45,0.082,0.212,46.77,0.142,24,0.0
1,0.045,declining,chapman,3,47.448,0.083,0.219,46.83,0.143,24,0.0
1,0.045,declining,chapman,4,47.417,0.086,0.159,46.68,0.138,28,0.0
1,0.045,declining,chapman,5,47.674,0.08,0.325,46.88,0.149,26,0.0
1,0.045,declining,chapman,6,47.384,0.087,0.204,46.77,0.142,31,0.0
1,0.045,declining,chapman,7,47.812,0.08,0.241,46.82,0.144,26,0.0
1,0.045,declining,chapman,8,47.655,0.077,0.167,46.63,0.137,27,0.0
1,0.045,declining,chapman,9,47.839,0.082,0.222,46.73,0.142,22,0.0
1,0.045,declining,chapman,10,47.124,0.078,0.226,46.71,0.142,26,0.0
1,0.06,R0,gradual,1,47.451,0.093,0.301,47.97,0.174,24,0.51
1,0.06,R0,gradual,2,47.856,0.084,0.185,47.34,0.154,23,0.0
1,0.06,R0,gradual,3,47.347,0.092,0.113,47.35,0.15,24,0.01
1,0.06,R0,gradual,4,47.774,0.096,0.146,47.6,0.157,20,0.0
1,0.06,R0,gradual,5,47.594,0.103,0.315,48.22,0.182,23,0.62
1,0.06,R0,gradual,6,47.709,0.087,0.176,47.57,0.157,29,0.0
1,0.06,R0,gradual,7,47.595,0.091,0.241,47.68,0.165,19,0.08
1,0.06,R0,gradual,8,47.682,0.085,0.145,47.29,0.151,23,0.0
1,0.06,R0,gradual,9,47.601,0.091,0.239,47.7,0.165,25,0.1
1,0.06,R0,gradual,10,47.456,0.088,0.179,47.44,0.157,25,0.0
1,0.06,R0,chapman,1,47.886,0.093,0.233,47.74,0.167,21,0.0
1,0.06,R0,chapman,2,47.797,0.093,0.293,47.86,0.173,22,0.07
1,0.06,R0,chapman,3,47.762,0.087,0.217,47.51,0.16,23,0.0
1,0.06,R0,chapman,4,47.926,0.088,0.177,47.38,0.155,20,0.0
1,0.06,R0,chapman,5,47.677,0.09,0.227,47.62,0.162,19,0.0
1,0.06,R0,chapman,6,47.62,0.091,0.171,47.67,0.159,25,0.05
1,0.06,R0,chapman,7,47.753,0.09,0.174,47.52,0.156,24,0.0
1,0.06,R0,chapman,8,47.812,0.088,0.206,47.49,0.159,25,0.0
1,0.06,R0,chapman,9,48.196,0.088,0.339,47.85,0.174,26,0.0
1,0.06,R0,chapman,10,47.841,0.087,0.263,47.6,0.165,23,0.0
1,0.06,growing,gradual,1,47.451,0.093,0.301,47.97,0.174,24,0.51
1,0.06,growing,gradual,2,47.856,0.084,0.185,47.34,0.154,23,0.0
1,0.06,growing,gradual,3,47.347,0.092,0.113,47.35,0.15,24,0.01
1,0.06,growing,gradual,4,47.774,0.096,0.146,47.6,0.157,20,0.0
1,0.06,growing,gradual,5,47.594,0.103,0.315,48.22,0.182,23,0.62
1,0.06,growing,gradual,6,47.709,0.087,0.176,47.57,0.157,29,0.0
1,0.06,growing,gradual,7,47.595,0.091,0.241,47.68,0.165,19,0.08
1,0.06,growing,gradual,8,47.682,0.085,0.145,47.29,0.151,23,0.0
1,0.06,growing,gradual,9,47.601,0.091,0.239,47.7,0.165,25,0.1
1,0.06,growing,gradual,10,47.456,0.088,0.179,47.44,0.157,25,0.0
1,0.06,growing,chapman,1,47.886,0.093,0.233,47.74,0.167,21,0.0
1,0.06,growing,chapman,2,47.797,0.093,0.293,47.86,0.173,22,0.07
1,0.06,growing,chapman,3,47.762,0.087,0.217,47.51,0.16,23,0.0
1,0.06,growing,chapman,4,47.926,0.088,0.177,47.38,0.155,20,0.0
1,0.06,growing,chapman,5,47.677,0.09,0.227,47.62,0.162,19,0.0
1,0.06,growing,chapman,6,47.62,0.091,0.171,47.67,0.159,25,0.05
1,0.06,growing,chapman,7,47.753,0.09,0.174,47.52,0.156,24,0.0
1,0.06,growing,chapman,8,47.812,0.088,0.206,47.49,0.159,25,0.0
1,0.06,growing,chapman,9,48.196,0.088,0.339,47.85,0.174,26,0.0
1,0.06,growing,chapman,10,47.841,0.087,0.263,47.6,0.165,23,0.0
1,0.06,declining,gradual,1,47.451,0.093,0.301,47.97,0.174,24,0.51
1,0.06,declining,gradual,2,47.856,0.084,0.185,47.34,0.154,23,0.0
1,0.06,declining,gradual,3,47.347,0.092,0.113,47.35,0.15,24,0.01
1,0.06,declining,gradual,4,47.774,0.096,0.146,47.6,0.157,20,0.0
1,0.06,declining,gradual,5,47.594,0.103,0.315,48.22,0.182,23,0.62
1,0.06,declining,gradual,6,47.709,0.087,0.176,47.57,0.157,29,0.0
1,0.06,declining,gradual,7,47.595,0.091,0.241,47.68,0.165,19,0.08
1,0.06,declining,gradual,8,47.682,0.085,0.145,47.29,0.151,23,0.0
1,0.06,declining,gradual,9,47.601,0.091,0.239,47.7,0.165,25,0.1
1,0.06,declining,gradual,10,47.456,0.088,0.179,47.44,0.157,25,0.0
1,0.06,declining,chapman,1,47.886,0.093,0.233,47.74,0.167,21,0.0
1,0.06,declining,chapman,2,47.797,0.093,0.293,47.86,0.173,22,0.07
1,0.06,declining,chapman,3,47.762,0.087,0.217,47.51,0.16,23,0.0
1,0.06,declining,chapman,4,47.926,0.088,0.177,47.38,0.155,20,0.0
1,0.06,declining,chapman,5,47.677,0.09,0.227,47.62,0.162,19,0.0
1,0.06,declining,chapman,6,47.62,0.091,0.171,47.67,0.159,25,0.05
1,0.06,declining,chapman,7,47.753,0.09,0.174,47.52,0.156,24,0.0
1,0.06,declining,chapman,8,47.812,0.088,0.206,47.49,0.159,25,0.0
1,0.06,declining,chapman,9,48.196,0.088,0.339,47.85,0.174,26,0.0
1,0.06,declining,chapman,10,47.841,0.087,0.263,47.6,0.165,23,0.0
1,0.075,R0,gradual,1,47.89,0.109,0.209,48.96,0.192,18,1.07
1,0.075,R0,gradual,2,47.953,0.114,0.183,48.98,0.192,18,1.02
1,0.075,R0,gradual,3,47.799,0.1,0.357,49.27,0.212,19,1.47
1,0.075,R0,gradual,4,47.6,0.092,0.309,48.81,0.198,18,1.21
1,0.075,R0,gradual,5,48.048,0.103,0.266,48.92,0.198,20,0.87
1,0.075,R0,gradual,6,48.009,0.116,0.278,49.42,0.211,18,1.41
1,0.075,R0,gradual,7,47.826,0.103,0.226,48.79,0.192,21,0.96
1,0.075,R0,gradual,8,47.779,0.096,0.309,48.9,0.2,21,1.12
1,0.075,R0,gradual,9,47.641,0.101,0.178,48.56,0.184,18,0.92
1,0.075,R0,gradual,10,47.63,0.096,0.104,48.12,0.169,23,0.49
1,0.075,R0,chapman,1,47.718,0.099,0.171,48.52,0.183,23,0.8
1,0.075,R0,chapman,2,47.996,0.102,0.278,48.98,0.199,27,0.98
1,0.075,R0,chapman,3,48.156,0.107,0.196,48.8,0.189,21,0.65
1,0.075,R0,chapman,4,48.053,0.095,0.221,48.56,0.187,19,0.5
1,0.075,R0,chapman,5,47.823,0.09,0.428,49.02,0.213,19,1.2
1,0.075,R0,chapman,6,47.84,0.103,0.175,48.66,0.185,25,0.82
1,0.075,R0,chapman,7,48.127,0.109,0.255,49.2,0.204,21,1.07
1,0.075,R0,chapman,8,48.228,0.09,0.217,48.42,0.181,25,0.19
1,0.075,R0,chapman,9,47.77,0.097,0.142,48.26,0.174,19,0.49
1,0.075,R0,chapman,10,47.697,0.099,0.187,48.49,0.183,20,0.8
1,0.075,growing,gradual,1,47.89,0.109,0.209,48.96,0.192,18,1.07
1,0.075,growing,gradual,2,47.953,0.114,0.183,48.98,0.192,18,1.02
1,0.075,growing,gradual,3,47.799,0.1,0.357,49.27,0.212,19,1.47
1,0.075,growing,gradual,4,47.6,0.092,0.309,48.81,0.198,18,1.21
1,0.075,growing,gradual,5,48.048,0.103,0.266,48.92,0.198,20,0.87
1,0.075,growing,gradual,6,48.009,0.116,0.278,49.42,0.211,18,1.41
1,0.075,growing,gradual,7,47.826,0.103,0.226,48.79,0.192,21,0.96
1,0.075,growing,gradual,8,47.779,0.096,0.309,48.9,0.2,21,1.12
1,0.075,growing,gradual,9,47.641,0.101,0.178,48.56,0.184,18,0.92
1,0.075,growing,gradual,10,47.63,0.096,0.104,48.12,0.169,23,0.49
1,0.075,growing,chapman,1,47.718,0.099,0.171,48.52,0.183,23,0.8
1,0.075,growing,chapman,2,47.996,0.102,0.278,48.98,0.199,27,0.98
1,0.075,growing,chapman,3,48.156,0.107,0.196,48.8,0.189,21,0.65
1,0.075,growing,chapman,4,48.053,0.095,0.221,48.56,0.187,19,0.5
1,0.075,growing,chapman,5,47.823,0.09,0.428,49.02,0.213,19,1.2
1,0.075,growing,chapman,6,47.84,0.103,0.175,48.66,0.185,25,0.82
1,0.075,growing,chapman,7,48.127,0.109,0.255,49.2,0.204,21,1.07
1,0.075,growing,chapman,8,48.228,0.09,0.217,48.42,0.181,25,0.19
1,0.075,growing,chapman,9,47.77,0.097,0.142,48.26,0.174,19,0.49
1,0.075,growing,chapman,10,47.697,0.099,0.187,48.49,0.183,20,0.8
1,0.075,declining,gradual,1,47.89,0.109,0.209,48.96,0.192,18,1.07
1,0.075,declining,gradual,2,47.953,0.114,0.183,48.98,0.192,18,1.02
1,0.075,declining,gradual,3,47.799,0.1,0.357,49.27,0.212,19,1.47
1,0.075,declining,gradual,4,47.6,0.092,0.309,48.81,0.198,18,1.21
1,0.075,declining,gradual,5,48.048,0.103,0.266,48.92,0.198,20,0.87
1,0.075,declining,gradual,6,48.009,0.116,0.278,49.42,0.211,18,1.41
1,0.075,declining,gradual,7,47.826,0.103,0.226,48.79,0.192,21,0.96
1,0.075,declining,gradual,8,47.779,0.096,0.309,48.9,0.2,21,1.12
1,0.075,declining,gradual,9,47.641,0.101,0.178,48.56,0.184,18,0.92
1,0.075,declining,gradual,10,47.63,0.096,0.104,48.12,0.169,23,0.49
1,0.075,declining,chapman,1,47.718,0.099,0.171,48.52,0.183,23,0.8
1,0.075,declining,chapman,2,47.996,0.102,0.278,48.98,0.199,27,0.98
1,0.075,declining,chapman,3,48.156,0.107,0.196,48.8,0.189,21,0.65
1,0.075,declining,chapman,4,48.053,0.095,0.221,48.56,0.187,19,0.5
1,0.075,declining,chapman,5,47.823,0.09,0.428,49.02,0.213,19,1.2
1,0.075,declining,chapman,6,47.84,0.103,0.175,48.66,0.185,25,0.82
1,0.075,declining,chapman,7,48.127,0.109,0.255,49.2,0.204,21,1.07
1,0.075,declining,chapman,8,48.228,0.09,0.217,48.42,0.181,25,0.19
1,0.075,declining,chapman,9,47.77,0.097,0.142,48.26,0.174,19,0.49
1,0.075,declining,chapman,10,47.697,0.099,0.187,48.49,0.183,20,0.8
1.5,0.045,R0,gradual,1,47.655,0.078,0.264,46.76,0.144,22,0.0
1.5,0.045,R0,gradual,2,47.745,0.085,0.225,46.78,0.142,29,0.0
1.5,0.045,R0,gradual,3,47.801,0.078,0.181,46.63,0.139,20,0.0
1.5,0.045,R0,gradual,4,47.6,0.082,0.236,46.71,0.142,19,0.0
1.5,0.045,R0,gradual,5,47.666,0.076,0.214,46.61,0.139,30,0.0
1.5,0.045,R0,gradual,6,47.64,0.084,0.212,46.75,0.141,25,0.0
1.5,0.045,R0,gradual,7,47.794,0.081,0.137,46.54,0.134,20,0.0
1.5,0.045,R0,gradual,8,47.699,0.081,0.191,46.8,0.141,23,0.0
1.5,0.045,R0,gradual,9,47.972,0.08,0.209,46.71,0.139,22,0.0
1.5,0.045,R0,gradual,10,47.616,0.077,0.164,46.61,0.136,29,0.0
1.5,0.045,R0,chapman,1,47.654,0.08,0.146,46.68,0.136,23,0.0
1.5,0.045,R0,chapman,2,47.825,0.074,0.162,46.51,0.134,24,0.0
1.5,0.045,R0,chapman,3,47.744,0.085,0.197,46.78,0.141,27,0.0
1.5,0.045,R0,chapman,4,47.42,0.083,0.312,46.97,0.15,21,0.0
1.5,0.045,R0,chapman,5,47.895,0.081,0.22,46.71,0.14,25,0.0
1.5,0.045,R0,chapman,6,47.511,0.082,0.187,46.74,0.14,26,0.0
1.5,0.045,R0,chapman,7,47.629,0.086,0.166,46.74,0.139,31,0.0
1.5,0.045,R0,chapman,8,47.449,0.078,0.166,46.68,0.138,21,0.0
1.5,0.045,R0,chapman,9,47.556,0.085,0.232,46.82,0.144,25,0.0
1.5,0.045,R0,chapman,10,47.707,0.078,0.199,46.64,0.138,29,0.0
1.5,0.045,growing,gradual,1,47.655,0.078,0.264,46.76,0.144,22,0.0
1.5,0.045,growing,gradual,2,47.745,0.085,0.225,46.78,0.142,29,0.0
1.5,0.045,growing,gradual,3,47.801,0.078,0.181,46.63,0.139,20,0.0
1.5,0.045,growing,gradual,4,47.6,0.082,0.236,46.71,0.142,19,0.0
1.5,0.045,growing,gradual,5,47.666,0.076,0.214,46.61,0.139,30,0.0
1.5,0.045,growing,gradual,6,47.64,0.084,0.212,46.75,0.141,25,0.0
1.5,0.045,growing,gradual,7,47.794,0.081,0.137,46.54,0.134,20,0.0
1.5,0.045,growing,gradual,8,47.699,0.081,0.191,46.8,0.141,23,0.0
1.5,0.045,growing,gradual,9,47.972,0.08,0.209,46.71,0.139,22,0.0
1.5,0.045,growing,gradual,10,47.616,0.077,0.164,46.61,0.136,29,0.0
1.5,0.045,growing,chapman,1,47.654,0.08,0.146,46.68,0.136,23,0.0
1.5,0.045,growing,chapman,2,47.825,0.074,0.162,46.51,0.134,24,0.0
1.5,0.045,growing,chapman,3,47.744,0.085,0.197,46.78,0.141,27,0.0
1.5,0.045,growing,chapman,4,47.42,0.083,0.312,46.97,0.15,21,0.0
1.5,0.045,growing,chapman,5,47.895,0.081,0.22,46.71,0.14,25,0.0
1.5,0.045,growing,chapman,6,47.511,0.082,0.187,46.74,0.14,26,0.0
1.5,0.045,growing,chapman,7,47.629,0.086,0.166,46.74,0.139,31,0.0
1.5,0.045,growing,chapman,8,47.449,0.078,0.166,46.68,0.138,21,0.0
1.5,0.045,growing,chapman,9,47.556,0.085,0.232,46.82,0.144,25,0.0
1.5,0.045,growing,chapman,10,47.707,0.078,0.199,46.64,0.138,29,0.0
1.5,0.045,declining,gradual,1,47.655,0.078,0.264,46.76,0.144,22,0.0
1.5,0.045,declining,gradual,2,47.745,0.085,0.225,46.78,0.142,29,0.0
1.5,0.045,declining,gradual,3,47.801,0.078,0.181,46.63,0.139,20,0.0
1.5,0.045,declining,gradual,4,47.6,0.082,0.236,46.71,0.142,19,0.0
1.5,0.045,declining,gradual,5,47.666,0.076,0.214,46.61,0.139,30,0.0
1.5,0.045,declining,gradual,6,47.64,0.084,0.212,46.75,0.141,25,0.0
1.5,0.045,declining,gradual,7,47.794,0.081,0.137,46.54,0.134,20,0.0
1.5,0.045,declining,gradual,8,47.699,0.081,0.191,46.8,0.141,23,0.0
1.5,0.045,declining,gradual,9,47.972,0.08,0.209,46.71,0.139,22,0.0
1.5,0.045,declining,gradual,10,47.616,0.077,0.164,46.61,0.136,29,0.0
1.5,0.045,declining,chapman,1,47.654,0.08,0.146,46.68,0.136,23,0.0
1.5,0.045,declining,chapman,2,47.825,0.074,0.162,46.51,0.134,24,0.0
1.5,0.045,declining,chapman,3,47.744,0.085,0.197,46.78,0.141,27,0.0
1.5,0.045,declining,chapman,4,47.42,0.083,0.312,46.97,0.15,21,0.0
1.5,0.045,declining,chapman,5,47.895,0.081,0.22,46.71,0.14,25,0.0
1.5,0.045,declining,chapman,6,47.511,0.082,0.187,46.74,0.14,26,0.0
1.5,0.045,declining,chapman,7,47.629,0.086,0.166,46.74,0.139,31,0.0
1.5,0.045,declining,chapman,8,47.449,0.078,0.166,46.68,0.138,21,0.0
1.5,0.045,declining,chapman,9,47.556,0.085,0.232,46.82,0.144,25,0.0
1.5,0.045,declining,chapman,10,47.707,0.078,0.199,46.64,0.138,29,0.0
1.5,0.06,R0,gradual,1,47.488,0.084,0.207,47.52,0.16,20,0.03
1.5,0.06,R0,gradual,2,47.568,0.087,0.236,47.55,0.161,23,0.0
1.5,0.06,R0,gradual,3,47.85,0.096,0.242,47.77,0.166,22,0.0
1.5,0.06,R0,gradual,4,47.711,0.098,0.151,47.65,0.159,25,0.0
1.5,0.06,R0,gradual,5,47.548,0.097,0.22,47.71,0.164,19,0.17
1.5,0.06,R0,gradual,6,47.436,0.083,0.148,47.29,0.151,21,0.0
1.5,0.06,R0,gradual,7,47.687,0.096,0.303,48.0,0.175,19,0.31
1.5,0.06,R0,gradual,8,47.911,0.101,0.24,47.99,0.171,21,0.08
1.5,0.06,R0,gradual,9,47.704,0.089,0.209,47.54,0.162,18,0.0
1.5,0.06,R0,gradual,10,47.637,0.092,0.236,47.77,0.168,22,0.14
1.5,0.06,R0,chapman,1,47.771,0.096,0.216,47.86,0.168,21,0.09
1.5,0.06,R0,chapman,2,47.775,0.086,0.23,47.59,0.162,27,0.0
1.5,0.06,R0,chapman,3,47.737,0.091,0.203,47.6,0.161,23,0.0
1.5,0.06,R0,chapman,4,47.85,0.088,0.156,47.41,0.154,20,0.0
1.5,0.06,R0,chapman,5,47.756,0.088,0.174,47.42,0.155,27,0.0
1.5,0.06,R0,chapman,6,47.659,0.096,0.179,47.74,0.163,26,0.08
1.5,0.06,R0,chapman,7,47.675,0.085,0.206,47.34,0.158,23,0.0
1.5,0.06,R0,chapman,8,47.288,0.092,0.131,47.51,0.154,19,0.22
1.5,0.06,R0,chapman,9,47.887,0.093,0.204,47.61,0.162,22,0.0
1.5,0.06,R0,chapman,10,47.657,0.095,0.164,47.53,0.157,19,0.0
1.5,0.06,growing,gradual,1,47.488,0.084,0.207,47.52,0.16,20,0.03
1.5,0.06,growing,gradual,2,47.568,0.087,0.236,47.55,0.161,23,0.0
1.5,0.06,growing,gradual,3,47.85,0.096,0.242,47.77,0.166,22,0.0
1.5,0.06,growing,gradual,4,47.711,0.098,0.151,47.65,0.159,25,0.0
1.5,0.06,growing,gradual,5,47.548,0.097,0.22,47.71,0.164,19,0.17
1.5,0.06,growing,gradual,6,47.436,0.083,0.148,47.29,0.151,21,0.0
1.5,0.06,growing,gradual,7,47.687,0.096,0.303,48.0,0.175,19,0.31
1.5,0.06,growing,gradual,8,47.911,0.101,0.24,47.99,0.171,21,0.08
1.5,0.06,growing,gradual,9,47.704,0.089,0.209,47.54,0.162,18,0.0
1.5,0.06,growing,gradual,10,47.637,0.092,0.236,47.77,0.168,22,0.14
1.5,0.06,growing,chapman,1,47.771,0.096,0.216,47.86,0.168,21,0.09
1.5,0.06,growing,chapman,2,47.775,0.086,0.23,47.59,0.162,27,0.0
1.5,0.06,growing,chapman,3,47.737,0.091,0.203,47.6,0.161,23,0.0
1.5,0.06,growing,chapman,4,47.85,0.088,0.156,47.41,0.154,20,0.0
1.5,0.06,growing,chapman,5,47.756,0.088,0.174,47.42,0.155,27,0.0
1.5,0.06,growing,chapman,6,47.659,0.096,0.179,47.74,0.163,26,0.08
1.5,0.06,growing,chapman,7,47.675,0.085,0.206,47.34,0.158,23,0.0
1.5,0.06,growing,chapman,8,47.288,0.092,0.131,47.51,0.154,19,0.22
1.5,0.06,growing,chapman,9,47.887,0.093,0.204,47.61,0.162,22,0.0
1.5,0.06,growing,chapman,10,47.657,0.095,0.164,47.53,0.157,19,0.0
1.5,0.06,declining,gradual,1,47.488,0.084,0.207,47.52,0.16,20,0.03
1.5,0.06,declining,gradual,2,47.568,0.087,0.236,47.55,0.161,23,0.0
1.5,0.06,declining,gradual,3,47.85,0.096,0.242,47.77,0.166,22,0.0
1.5,0.06,declining,gradual,4,47.711,0.098,0.151,47.65,0.159,25,0.0
1.5,0.06,declining,gradual,5,47.548,0.097,0.22,47.71,0.164,19,0.17
1.5,0.06,declining,gradual,6,47.436,0.083,0.148,47.29,0.151,21,0.0
1.5,0.06,declining,gradual,7,47.687,0.096,0.303,48.0,0.175,19,0.31
1.5,0.06,declining,gradual,8,47.911,0.101,0.24,47.99,0.171,21,0.08
1.5,0.06,declining,gradual,9,47.704,0.089,0.209,47.54,0.162,18,0.0
1.5,0.06,declining,gradual,10,47.637,0.092,0.236,47.77,0.168,22,0.14
1.5,0.06,declining,chapman,1,47.771,0.096,0.216,47.86,0.168,21,0.09
1.5,0.06,declining,chapman,2,47.775,0.086,0.23,47.59,0.162,27,0.0
1.5,0.06,declining,chapman,3,47.737,0.091,0.203,47.6,0.161,23,0.0
1.5,0.06,declining,chapman,4,47.85,0.088,0.156,47.41,0.154,20,0.0
1.5,0.06,declining,chapman,5,47.756,0.088,0.174,47.42,0.155,27,0.0
1.5,0.06,declining,chapman,6,47.659,0.096,0.179,47.74,0.163,26,0.08
1.5,0.06,declining,chapman,7,47.675,0.085,0.206,47.34,0.158,23,0.0
1.5,0.06,declining,chapman,8,47.288,0.092,0.131,47.51,0.154,19,0.22
1.5,0.06,declining,chapman,9,47.887,0.093,0.204,47.61,0.162,22,0.0
1.5,0.06,declining,chapman,10,47.657,0.095,0.164,47.53,0.157,19,0.0
1.5,0.075,R0,gradual,1,47.467,0.117,0.228,49.42,0.206,18,1.95
1.5,0.075,R0,gradual,2,47.836,0.109,0.16,48.76,0.186,21,0.92
1.5,0.075,R0,gradual,3,47.556,0.098,0.241,48.78,0.194,18,1.22
1.5,0.075,R0,gradual,4,47.849,0.1,0.225,48.65,0.19,18,0.8
1.5,0.075,R0,gradual,5,47.797,0.101,0.261,48.88,0.197,19,1.08
1.5,0.075,R0,gradual,6,48.023,0.1,0.308,49.03,0.203,20,1.01
